city,city_ascii,state_id,state_name,name combo,county_fips,county_name,lat,lng,timezone,zips,id
Orleans,Orleans,IA,Iowa,"Orleans, Iowa",19059,Dickinson,43.4513,-95.0991,America/Chicago,51360,1840009026
Oakwood,Oakwood,OH,Ohio,"Oakwood, Ohio",39125,Paulding,41.0927,-84.3747,America/New_York,45873,1840144033
Post Oak Bend City,Post Oak Bend City,TX,Texas,"Post Oak Bend City, Texas",48257,Kaufman,32.6343,-96.3186,America/Chicago,75142,1840022066
Barnegat Light,Barnegat Light,NJ,New Jersey,"Barnegat Light, New Jersey",34029,Ocean,39.753,-74.1095,America/New_York,08008 08006,1840003755
Kelso,Kelso,MO,Missouri,"Kelso, Missouri",29201,Scott,37.1924,-89.5504,America/Chicago,63780 63758,1840013034
Shipman,Shipman,IL,Illinois,"Shipman, Illinois",17117,Macoupin,39.1203,-90.0452,America/Chicago,62685,1840010650
Rauchtown,Rauchtown,PA,Pennsylvania,"Rauchtown, Pennsylvania",42035,Clinton,41.1261,-77.2364,America/New_York,17740,1840026321
La Hacienda,La Hacienda,NM,New Mexico,"La Hacienda, New Mexico",35029,Luna,32.206,-107.725,America/Denver,88030,1840040085
Wainwright,Wainwright,AK,Alaska,"Wainwright, Alaska",2185,North Slope,70.638,-159.9713,America/Anchorage,99782,1840023476
Port Matilda,Port Matilda,PA,Pennsylvania,"Port Matilda, Pennsylvania",42027,Centre,40.8003,-78.0523,America/New_York,16870,1840000828
Horseshoe Bend,Horseshoe Bend,TX,Texas,"Horseshoe Bend, Texas",48367,Parker,32.5752,-97.8782,America/Chicago,76087,1840042591
Simpson,Simpson,LA,Louisiana,"Simpson, Louisiana",22115,Vernon,31.2583,-93.0194,America/Chicago,71474,1840018186
Akins,Akins,OK,Oklahoma,"Akins, Oklahoma",40135,Sequoyah,35.5043,-94.67,America/Chicago,74955 74948,1840017830
Burke,Burke,SD,South Dakota,"Burke, South Dakota",46053,Gregory,43.1827,-99.2922,America/Chicago,57523,1840002862
Gardiner,Gardiner,OR,Oregon,"Gardiner, Oregon",41019,Douglas,43.7327,-124.1068,America/Los_Angeles,97441,1840025418
Revloc,Revloc,PA,Pennsylvania,"Revloc, Pennsylvania",42021,Cambria,40.4914,-78.7636,America/New_York,15948,1840026422
Paauilo,Paauilo,HI,Hawaii,"Paauilo, Hawaii",15001,Hawaii,20.0397,-155.3696,Pacific/Honolulu,96776,1840029536
Hill City,Hill City,MN,Minnesota,"Hill City, Minnesota",27001,Aitkin,46.983,-93.5959,America/Chicago,55748,1840000191
Clayhatchee,Clayhatchee,AL,Alabama,"Clayhatchee, Alabama",1045,Dale,31.2434,-85.7136,America/Chicago,36322,1840017086
Casco,Casco,WI,Wisconsin,"Casco, Wisconsin",55061,Kewaunee,44.5558,-87.6197,America/Chicago,54205,1840002365
Meadow,Meadow,TX,Texas,"Meadow, Texas",48445,Terry,33.3377,-102.2058,America/Chicago,79345,1840023004
Dexter,Dexter,IA,Iowa,"Dexter, Iowa",19049,Dallas,41.5154,-94.2276,America/Chicago,50070,1840007057
Cheneyville,Cheneyville,LA,Louisiana,"Cheneyville, Louisiana",22079,Rapides,31.011,-92.29,America/Chicago,71325,1840017100
Welch,Welch,OK,Oklahoma,"Welch, Oklahoma",40035,Craig,36.8738,-95.0948,America/Chicago,74369,1840022601
Kevil,Kevil,KY,Kentucky,"Kevil, Kentucky",21007,Ballard,37.0842,-88.8829,America/Chicago,42053,1840014386
Yukon,Yukon,PA,Pennsylvania,"Yukon, Pennsylvania",42129,Westmoreland,40.2139,-79.6864,America/New_York,15698,1840026441
Brownsville,Brownsville,WI,Wisconsin,"Brownsville, Wisconsin",55027,Dodge,43.6146,-88.495,America/Chicago,53006,1840002736
Stuart,Stuart,NE,Nebraska,"Stuart, Nebraska",31089,Holt,42.6008,-99.1404,America/Chicago,68780,1840011048
Dubois,Dubois,ID,Idaho,"Dubois, Idaho",16033,Clark,44.1727,-112.2293,America/Boise,83423,1840018614
Cedar Bluffs,Cedar Bluffs,NE,Nebraska,"Cedar Bluffs, Nebraska",31155,Saunders,41.3971,-96.6098,America/Chicago,68015,1840010273
Cherry Valley,Cherry Valley,AR,Arkansas,"Cherry Valley, Arkansas",5037,Cross,35.4021,-90.7545,America/Chicago,72324,1840014578
St. Ann Highlands,St. Ann Highlands,CO,Colorado,"St. Ann Highlands, Colorado",8013,Boulder,39.9873,-105.4557,America/Denver,80466,1840028527
Clermont,Clermont,IA,Iowa,"Clermont, Iowa",19065,Fayette,43.0001,-91.6523,America/Chicago,52135,1840006887
Addison,Addison,MI,Michigan,"Addison, Michigan",26091,Lenawee,41.9862,-84.3491,America/Detroit,49220,1840010154
Butler,Butler,KY,Kentucky,"Butler, Kentucky",21191,Pendleton,38.7877,-84.372,America/New_York,41006,1840013174
Naylor,Naylor,MO,Missouri,"Naylor, Missouri",29181,Ripley,36.5745,-90.6056,America/Chicago,63953,1840008805
Wade,Wade,NC,North Carolina,"Wade, North Carolina",37051,Cumberland,35.1639,-78.7371,America/New_York,28395,1840016443
Altamont,Altamont,PA,Pennsylvania,"Altamont, Pennsylvania",42107,Schuylkill,40.785,-76.217,America/New_York,17931,1840034842
Kinsman Center,Kinsman Center,OH,Ohio,"Kinsman Center, Ohio",39155,Trumbull,41.4544,-80.5854,America/New_York,44428,1840040317
Hulbert,Hulbert,OK,Oklahoma,"Hulbert, Oklahoma",40021,Cherokee,35.9315,-95.1436,America/Chicago,74441,1840021701
Uvalda,Uvalda,GA,Georgia,"Uvalda, Georgia",13209,Montgomery,32.0371,-82.508,America/New_York,30473,1840015816
Cold Springs,Cold Springs,CA,California,"Cold Springs, California",6017,El Dorado,38.7468,-120.8761,America/Los_Angeles,95667,1840025638
Hot Springs,Hot Springs,MT,Montana,"Hot Springs, Montana",30089,Sanders,47.6091,-114.6702,America/Denver,59845,1840021084
Galena,Galena,MD,Maryland,"Galena, Maryland",24029,Kent,39.3425,-75.8787,America/New_York,21635,1840005796
Leming,Leming,TX,Texas,"Leming, Texas",48013,Atascosa,29.0684,-98.4722,America/Chicago,78064 78050,1840022593
Wheatland,Wheatland,PA,Pennsylvania,"Wheatland, Pennsylvania",42085,Mercer,41.197,-80.4956,America/New_York,16161,1840003446
Tribes Hill,Tribes Hill,NY,New York,"Tribes Hill, New York",36057,Montgomery,42.9479,-74.2988,America/New_York,12177 12068,1840004399
Richmond Dale,Richmond Dale,OH,Ohio,"Richmond Dale, Ohio",39141,Ross,39.2042,-82.8122,America/New_York,45673,1840026659
Minnetonka Beach,Minnetonka Beach,MN,Minnesota,"Minnetonka Beach, Minnesota",27053,Hennepin,44.9385,-93.5865,America/Chicago,55391 55361,1840007832
Port Sanilac,Port Sanilac,MI,Michigan,"Port Sanilac, Michigan",26151,Sanilac,43.4277,-82.5446,America/Detroit,48469,1840010979
Warrior Run,Warrior Run,PA,Pennsylvania,"Warrior Run, Pennsylvania",42079,Luzerne,41.1876,-75.9505,America/New_York,18706,1840000772
Madison,Madison,CA,California,"Madison, California",6113,Yolo,38.675,-121.9702,America/Los_Angeles,95627 95653,1840024602
White City,White City,KS,Kansas,"White City, Kansas",20127,Morris,38.7938,-96.7349,America/Chicago,66872,1840010751
Jefferson City,Jefferson City,MT,Montana,"Jefferson City, Montana",30043,Jefferson,46.378,-112.0305,America/Denver,59638,1840017388
Beaver Springs,Beaver Springs,PA,Pennsylvania,"Beaver Springs, Pennsylvania",42109,Snyder,40.7448,-77.2169,America/New_York,17812,1840005359
Keithsburg,Keithsburg,IL,Illinois,"Keithsburg, Illinois",17131,Mercer,41.1004,-90.9353,America/Chicago,61442,1840008258
Mingoville,Mingoville,PA,Pennsylvania,"Mingoville, Pennsylvania",42027,Centre,40.937,-77.6597,America/New_York,16823 16856,1840024192
Tusayan,Tusayan,AZ,Arizona,"Tusayan, Arizona",4005,Coconino,35.955,-112.1202,America/Phoenix,86023,1840018973
Goodville,Goodville,PA,Pennsylvania,"Goodville, Pennsylvania",42071,Lancaster,40.128,-76.0046,America/New_York,17519 17528,1840024335
South Dayton,South Dayton,NY,New York,"South Dayton, New York",36009,Cattaraugus,42.3628,-79.051,America/New_York,14138,1840004596
Bernice,Bernice,OK,Oklahoma,"Bernice, Oklahoma",40041,Delaware,36.622,-94.9109,America/Chicago,74331,1840020370
Shelter Cove,Shelter Cove,CA,California,"Shelter Cove, California",6023,Humboldt,40.0389,-124.0558,America/Los_Angeles,95589,1840025526
Bolton Landing,Bolton Landing,NY,New York,"Bolton Landing, New York",36113,Warren,43.5614,-73.6588,America/New_York,12814,1840026146
Iron Station,Iron Station,NC,North Carolina,"Iron Station, North Carolina",37109,Lincoln,35.4515,-81.1568,America/New_York,28080,1840025819
Surfside Beach,Surfside Beach,TX,Texas,"Surfside Beach, Texas",48039,Brazoria,28.956,-95.2836,America/Chicago,77541,1840022235
Pangburn,Pangburn,AR,Arkansas,"Pangburn, Arkansas",5145,White,35.4261,-91.8394,America/Chicago,72121,1840014553
Fairland,Fairland,IN,Indiana,"Fairland, Indiana",18145,Shelby,39.5849,-85.8627,America/Indiana/Indianapolis,46126,1840022449
Holiday Hills,Holiday Hills,IL,Illinois,"Holiday Hills, Illinois",17111,McHenry,42.2976,-88.2294,America/Chicago,60051,1840011133
Ainsworth,Ainsworth,IA,Iowa,"Ainsworth, Iowa",19183,Washington,41.29,-91.5545,America/Chicago,52201,1840007102
Presque Isle Harbor,Presque Isle Harbor,MI,Michigan,"Presque Isle Harbor, Michigan",26141,Presque Isle,45.3227,-83.4849,America/Detroit,49777,1840039592
Clark Fork,Clark Fork,ID,Idaho,"Clark Fork, Idaho",16017,Bonner,48.1472,-116.1768,America/Los_Angeles,83811,1840018363
Norwood,Norwood,CO,Colorado,"Norwood, Colorado",8113,San Miguel,38.129,-108.2917,America/Denver,81423,1840022533
Plainview,Plainview,AR,Arkansas,"Plainview, Arkansas",5149,Yell,34.9899,-93.2979,America/Chicago,72857,1840014609
Esperanza,Esperanza,PR,Puerto Rico,"Esperanza, Puerto Rico",72147,Vieques,18.1021,-65.4798,America/Puerto_Rico,765,1630023731
Colman,Colman,SD,South Dakota,"Colman, South Dakota",46101,Moody,43.9835,-96.8148,America/Chicago,57017,1840000324
Cowden,Cowden,IL,Illinois,"Cowden, Illinois",17173,Shelby,39.2495,-88.8596,America/Chicago,62422,1840012587
Campbellsburg,Campbellsburg,IN,Indiana,"Campbellsburg, Indiana",18175,Washington,38.6514,-86.2613,America/Indiana/Indianapolis,47108,1840009791
Petersburg,Petersburg,KY,Kentucky,"Petersburg, Kentucky",21015,Boone,39.0531,-84.8572,America/New_York,41080,1840026681
Briny Breezes,Briny Breezes,FL,Florida,"Briny Breezes, Florida",12099,Palm Beach,26.509,-80.0543,America/New_York,33435,1840015991
Marion Heights,Marion Heights,PA,Pennsylvania,"Marion Heights, Pennsylvania",42097,Northumberland,40.8035,-76.4641,America/New_York,17832,1840000844
Moulton,Moulton,IA,Iowa,"Moulton, Iowa",19007,Appanoose,40.6854,-92.6765,America/Chicago,52572,1840008319
Chaumont,Chaumont,NY,New York,"Chaumont, New York",36045,Jefferson,44.0675,-76.1301,America/New_York,13622,1840004126
Kerby,Kerby,OR,Oregon,"Kerby, Oregon",41033,Josephine,42.2046,-123.6489,America/Los_Angeles,97531,1840025483
Center,Center,ND,North Dakota,"Center, North Dakota",38065,Oliver,47.1149,-101.2977,America/North_Dakota/Center,58530,1840001928
Eminence,Eminence,MO,Missouri,"Eminence, Missouri",29203,Shannon,37.1509,-91.3586,America/Chicago,65466,1840008758
Garfield,Garfield,AR,Arkansas,"Garfield, Arkansas",5007,Benton,36.4554,-93.9757,America/Chicago,72732,1840016074
Copalis Beach,Copalis Beach,WA,Washington,"Copalis Beach, Washington",53027,Grays Harbor,47.1205,-124.1722,America/Los_Angeles,98535 98536,1840017356
Pickensville,Pickensville,AL,Alabama,"Pickensville, Alabama",1107,Pickens,33.2336,-88.2743,America/Chicago,35447,1840005373
Spanish Valley,Spanish Valley,UT,Utah,"Spanish Valley, Utah",49037,San Juan,38.4743,-109.421,America/Denver,84532,1840037249
Doyle,Doyle,TN,Tennessee,"Doyle, Tennessee",47185,White,35.8552,-85.512,America/Chicago,38583 38559,1840016192
Holland,Holland,AR,Arkansas,"Holland, Arkansas",5045,Faulkner,35.166,-92.277,America/Chicago,72173 72032,1840014599
Glenaire,Glenaire,MO,Missouri,"Glenaire, Missouri",29047,Clay,39.2198,-94.4515,America/Chicago,64068,1840008497
Hot Springs,Hot Springs,NC,North Carolina,"Hot Springs, North Carolina",37115,Madison,35.892,-82.8291,America/New_York,28743 28753,1840016209
Kieler,Kieler,WI,Wisconsin,"Kieler, Wisconsin",55043,Grant,42.5823,-90.6051,America/Chicago,53807 53812,1840025449
Dugway,Dugway,UT,Utah,"Dugway, Utah",49045,Tooele,40.2307,-112.7541,America/Denver,84022,1840018739
Palestine,Palestine,AR,Arkansas,"Palestine, Arkansas",5123,St. Francis,34.9689,-90.9062,America/Chicago,72372,1840014620
New Auburn,New Auburn,WI,Wisconsin,"New Auburn, Wisconsin",55017,Chippewa,45.1988,-91.5666,America/Chicago,54757,1840002110
Bedford,Bedford,KY,Kentucky,"Bedford, Kentucky",21223,Trimble,38.5957,-85.3175,America/New_York,40006,1840013185
Holcomb,Holcomb,MO,Missouri,"Holcomb, Missouri",29069,Dunklin,36.4022,-90.0249,America/Chicago,63852,1840007666
Fonda,Fonda,IA,Iowa,"Fonda, Iowa",19151,Pocahontas,42.5816,-94.8457,America/Chicago,50540,1840008028
Loa,Loa,UT,Utah,"Loa, Utah",49055,Wayne,38.4038,-111.6451,America/Denver,84747,1840021506
Morganza,Morganza,LA,Louisiana,"Morganza, Louisiana",22077,Pointe Coupee,30.7383,-91.592,America/Chicago,70759 70715,1840018201
Mulberry Grove,Mulberry Grove,IL,Illinois,"Mulberry Grove, Illinois",17005,Bond,38.9245,-89.2662,America/Chicago,62262,1840012781
Corsica,Corsica,SD,South Dakota,"Corsica, South Dakota",46043,Douglas,43.4223,-98.4073,America/Chicago,57328,1840000362
Beaver City,Beaver City,NE,Nebraska,"Beaver City, Nebraska",31065,Furnas,40.1383,-99.8276,America/Chicago,68926,1840007249
Brookside,Brookside,OH,Ohio,"Brookside, Ohio",39013,Belmont,40.0708,-80.7606,America/New_York,43912,1840010517
La Crosse,La Crosse,VA,Virginia,"La Crosse, Virginia",51117,Mecklenburg,36.7014,-78.0939,America/New_York,23950,1840006540
Stebbins,Stebbins,AK,Alaska,"Stebbins, Alaska",2180,Nome,63.4706,-162.2597,America/Nome,99671,1840023499
Allensworth,Allensworth,CA,California,"Allensworth, California",6107,Tulare,35.8498,-119.3893,America/Los_Angeles,93219,1840024864
Newton,Newton,GA,Georgia,"Newton, Georgia",13007,Baker,31.3172,-84.3376,America/New_York,39870,1840014966
Fairfax,Fairfax,MO,Missouri,"Fairfax, Missouri",29005,Atchison,40.3392,-95.3921,America/Chicago,64446,1840008347
Richland,Richland,IA,Iowa,"Richland, Iowa",19107,Keokuk,41.1856,-91.996,America/Chicago,52585,1840009287
Acomita Lake,Acomita Lake,NM,New Mexico,"Acomita Lake, New Mexico",35006,Cibola,35.066,-107.6173,America/Denver,87034 87049,1840033718
Dorchester,Dorchester,NE,Nebraska,"Dorchester, Nebraska",31151,Saline,40.6475,-97.1149,America/Chicago,68343,1840012056
Cotton Plant,Cotton Plant,AR,Arkansas,"Cotton Plant, Arkansas",5147,Woodruff,35.0059,-91.252,America/Chicago,72036,1840014581
White River,White River,SD,South Dakota,"White River, South Dakota",46095,Mellette,43.5671,-100.7448,America/Chicago,57579,1840002630
Wellington,Wellington,KY,Kentucky,"Wellington, Kentucky",21111,Jefferson,38.2168,-85.6702,America/New_York,40205,1840015199
Pineville,Pineville,WV,West Virginia,"Pineville, West Virginia",54109,Wyoming,37.5846,-81.5355,America/New_York,24874,1840006383
Wyano,Wyano,PA,Pennsylvania,"Wyano, Pennsylvania",42129,Westmoreland,40.2015,-79.694,America/New_York,15089 15698 15695 15679,1840026440
Kimmell,Kimmell,IN,Indiana,"Kimmell, Indiana",18113,Noble,41.395,-85.5487,America/Indiana/Indianapolis,46760 46767,1840026314
Desert Shores,Desert Shores,CA,California,"Desert Shores, California",6025,Imperial,33.4041,-116.0394,America/Los_Angeles,92274,1840019370
Grannis,Grannis,AR,Arkansas,"Grannis, Arkansas",5113,Polk,34.2398,-94.322,America/Chicago,71944,1840013592
North Troy,North Troy,VT,Vermont,"North Troy, Vermont",50019,Orleans,44.9963,-72.4038,America/New_York,5859,1840004050
Emlenton,Emlenton,PA,Pennsylvania,"Emlenton, Pennsylvania",42121,Venango,41.1806,-79.7073,America/New_York,16373,1840000620
Newcastle,Newcastle,TX,Texas,"Newcastle, Texas",48503,Young,33.1951,-98.7436,America/Chicago,76372,1840020669
Fountain Lake,Fountain Lake,AR,Arkansas,"Fountain Lake, Arkansas",5051,Garland,34.6121,-92.9233,America/Chicago,71901,1840016598
La Villita,La Villita,NM,New Mexico,"La Villita, New Mexico",35039,Rio Arriba,36.1001,-106.0514,America/Denver,87511,1840024836
Annetta South,Annetta South,TX,Texas,"Annetta South, Texas",48367,Parker,32.6742,-97.6481,America/Chicago,76008,1840022045
Jamestown,Jamestown,PA,Pennsylvania,"Jamestown, Pennsylvania",42085,Mercer,41.4843,-80.437,America/New_York,16134,1840000734
Startup,Startup,WA,Washington,"Startup, Washington",53061,Snohomish,47.867,-121.7492,America/Los_Angeles,98294 98293,1840018380
New Hamilton,New Hamilton,MS,Mississippi,"New Hamilton, Mississippi",28095,Monroe,33.7435,-88.4389,America/Chicago,39746,1840025865
Sugar Grove,Sugar Grove,PA,Pennsylvania,"Sugar Grove, Pennsylvania",42123,Warren,41.9837,-79.3395,America/New_York,16350,1840003333
Akiachak,Akiachak,AK,Alaska,"Akiachak, Alaska",2050,Bethel,60.9209,-161.402,America/Anchorage,99551,1840023339
Stannards,Stannards,NY,New York,"Stannards, New York",36003,Allegany,42.0741,-77.9123,America/New_York,14895,1840004605
McDonald Chapel,McDonald Chapel,AL,Alabama,"McDonald Chapel, Alabama",1073,Jefferson,33.5189,-86.9385,America/Chicago,35224,1840013725
Bristol,Bristol,TX,Texas,"Bristol, Texas",48139,Ellis,32.455,-96.5672,America/Chicago,75119,1840025909
Andover,Andover,IL,Illinois,"Andover, Illinois",17073,Henry,41.2949,-90.2907,America/Chicago,61238 61262 61233,1840010246
Mimbres,Mimbres,NM,New Mexico,"Mimbres, New Mexico",35017,Grant,32.8332,-107.9559,America/Denver,88049 88041,1840025073
Cathlamet,Cathlamet,WA,Washington,"Cathlamet, Washington",53069,Wahkiakum,46.2055,-123.3835,America/Los_Angeles,98612,1840022327
Jarratt,Jarratt,VA,Virginia,"Jarratt, Virginia",51081,Greensville,36.816,-77.4689,America/New_York,23867 23870,1840006498
Hillsboro Pines,Hillsboro Pines,FL,Florida,"Hillsboro Pines, Florida",12011,Broward,26.3253,-80.1947,America/New_York,33073,1840029106
Hoffman,Hoffman,NC,North Carolina,"Hoffman, North Carolina",37153,Richmond,35.0313,-79.5491,America/New_York,28347,1840016473
Rowlesburg,Rowlesburg,WV,West Virginia,"Rowlesburg, West Virginia",54077,Preston,39.3482,-79.6764,America/New_York,26425,1840005658
Salt Creek,Salt Creek,CO,Colorado,"Salt Creek, Colorado",8101,Pueblo,38.2389,-104.5881,America/Denver,81006,1840018861
Newark,Newark,MD,Maryland,"Newark, Maryland",24047,Worcester,38.2749,-75.2735,America/New_York,21811 21841,1840006251
Wakefield,Wakefield,PA,Pennsylvania,"Wakefield, Pennsylvania",42071,Lancaster,39.7766,-76.1804,America/New_York,17563,1840024347
Collins,Collins,GA,Georgia,"Collins, Georgia",13267,Tattnall,32.1793,-82.1103,America/New_York,30421,1840014907
Rancho Mesa Verde,Rancho Mesa Verde,AZ,Arizona,"Rancho Mesa Verde, Arizona",4027,Yuma,32.5944,-114.6551,America/Phoenix,85350,1840038041
Bowmans Addition,Bowmans Addition,MD,Maryland,"Bowmans Addition, Maryland",24001,Allegany,39.6876,-78.7541,America/New_York,21502,1840031477
Smithton,Smithton,MO,Missouri,"Smithton, Missouri",29159,Pettis,38.6812,-93.093,America/Chicago,65350,1840009723
Copper Mountain,Copper Mountain,CO,Colorado,"Copper Mountain, Colorado",8117,Summit,39.4769,-106.2011,America/Denver,80443,1840028519
Converse,Converse,SC,South Carolina,"Converse, South Carolina",45083,Spartanburg,34.994,-81.8421,America/New_York,29329 29307,1840026957
Central Valley,Central Valley,UT,Utah,"Central Valley, Utah",49041,Sevier,38.6992,-112.0967,America/Denver,84754,1840022479
Pittman Center,Pittman Center,TN,Tennessee,"Pittman Center, Tennessee",47155,Sevier,35.7595,-83.3886,America/New_York,37738 37876,1840016222
Nelliston,Nelliston,NY,New York,"Nelliston, New York",36057,Montgomery,42.9318,-74.6099,America/New_York,13428 13339 13410,1840004405
Smiley,Smiley,TX,Texas,"Smiley, Texas",48177,Gonzales,29.2713,-97.6376,America/Chicago,78159,1840022218
Dana,Dana,IN,Indiana,"Dana, Indiana",18165,Vermillion,39.8072,-87.4945,America/Indiana/Indianapolis,47847,1840009471
Verndale,Verndale,MN,Minnesota,"Verndale, Minnesota",27159,Wadena,46.3971,-95.0112,America/Chicago,56481,1840009970
Sutersville,Sutersville,PA,Pennsylvania,"Sutersville, Pennsylvania",42129,Westmoreland,40.2361,-79.8015,America/New_York,15083,1840001162
South Williamson,South Williamson,KY,Kentucky,"South Williamson, Kentucky",21195,Pike,37.6633,-82.2879,America/New_York,41514 41503,1840030585
Wellton Hills,Wellton Hills,AZ,Arizona,"Wellton Hills, Arizona",4027,Yuma,32.6232,-114.1453,America/Phoenix,85356,1840075560
